system   D            wsystem.c:583  maybe_parent_dir                 [   0.00090] Also searching C:\Users\Maroofshahani\Desktop\AllegroProj\
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.66037] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.66045] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.66245] Glyph 53: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.66273] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.66279] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.66511] Glyph 51: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.66519] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.66525] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.66769] Glyph 67: 19x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.66803] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.66809] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.67005] Glyph 50: 19x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.67033] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.67039] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.67247] Glyph 52: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.67275] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.67281] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.67455] Glyph 73: 12x26 (12x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.67488] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.67496] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.67780] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.67786] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.67791] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.67796] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.67801] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.67805] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.67810] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.67815] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.67819] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.67824] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.67829] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.67834] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.67839] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   6.67999] added dtor for object 075F27A0, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.68024] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.68030] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.69249] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.69256] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.69261] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.69266] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.69271] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.69276] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.69280] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.69285] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.69290] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.69294] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.69299] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.69304] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.69309] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   6.69462] added dtor for object 0756F9E8, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.69486] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.69492] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.70723] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.70729] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.70734] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.70739] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.70744] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.70749] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.70753] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.70759] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.70765] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.70769] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.70774] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.70779] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.70784] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   6.70926] added dtor for object 075F1850, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.70952] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.70958] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.72156] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.72163] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.72168] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.72173] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.72178] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.72182] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.72187] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.72192] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.72197] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.72201] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.72206] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.72211] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.72217] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   6.72369] added dtor for object 075F1960, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.72395] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.72400] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.73599] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.73606] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.73611] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.73615] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.73620] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.73625] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.73629] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.73634] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.73639] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.73643] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.73649] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.73654] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.73659] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   6.73809] added dtor for object 075F1A70, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.73836] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.73843] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.75052] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.75059] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.75063] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.75068] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.75073] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.75078] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.75082] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.75087] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.75092] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.75097] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.75102] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.75107] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.75112] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   6.75267] added dtor for object 075F1BC8, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.75293] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.75299] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.76514] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.76521] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.76526] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.76531] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.76535] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.76540] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.76544] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.76549] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.76554] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.76559] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.76564] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.76569] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.76574] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   6.76724] added dtor for object 075F1CD8, func 0FE825BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.76750] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.76756] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   W          bitmap_io.c:222  al_load_bitmap                   [   6.77950] Failed loading 7.bmp with .bmp handler.
bitmap   W          bitmap_io.c:222  al_load_bitmap                   [   6.77976] Failed loading 8.bmp with .bmp handler.
bitmap   W          bitmap_io.c:222  al_load_bitmap                   [   6.77999] Failed loading 9.bmp with .bmp handler.
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.78134] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.78143] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.78494] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.78504] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.78648] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.78656] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.78740] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.78746] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.78826] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.78832] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.78900] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.78906] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.78973] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.78979] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.79044] _al_d3d_sync_bitmap (system) ref count == 1
